"[0.6916049122810364, 0.6775305271148682, 1.373067277654627e-07]","[0.6555801630020142, 0.6523261070251465, -0.018085747957229614]","[0.6356899738311768, 0.5962747931480408, -0.028893480077385902]","[0.6379961967468262, 0.5502167344093323, -0.03931527957320213]","[0.6502198576927185, 0.5189114212989807, -0.049570392817258835]","[0.6482197642326355, 0.5423104166984558, -0.017329955473542213]","[0.6441294550895691, 0.500012218952179, -0.04112667590379715]","[0.6432141661643982, 0.4759514629840851, -0.05980167165398598]","[0.6436203718185425, 0.45855575799942017, -0.07203366607427597]","[0.6769509315490723, 0.5407116413116455, -0.021661734208464622]","[0.683610200881958, 0.48575758934020996, -0.05510243400931358]","[0.6835532784461975, 0.5103135704994202, -0.07098092883825302]","[0.6794813275337219, 0.5355080962181091, -0.0746237114071846]","[0.7067388296127319, 0.5519002676010132, -0.028359226882457733]","[0.7184379696846008, 0.4965667426586151, -0.060614991933107376]","[0.712786078453064, 0.529497504234314, -0.06278014183044434]","[0.7025107145309448, 0.5595531463623047, -0.05620301514863968]","[0.7339800000190735, 0.5737695097923279, -0.03612140193581581]","[0.7474400401115417, 0.536761462688446, -0.06100443750619888]","[0.73911452293396, 0.5589282512664795, -0.06107459217309952]","[0.7278553247451782, 0.58086758852005, -0.05528620257973671]",0
"[0.6855378150939941, 0.6712269186973572, 7.569876459001534e-08]","[0.6445279121398926, 0.6539534330368042, -0.017619697377085686]","[0.615804135799408, 0.589837372303009, -0.023147422820329666]","[0.610614001750946, 0.534500002861023, -0.027117229998111725]","[0.6077499985694885, 0.5035000443458557, -0.030465450137853622]","[0.6331837177276611, 0.527730405330658, -0.019199766218662262]","[0.6288319826126099, 0.4627910256385803, -0.03660859167575836]","[0.6303903460502625, 0.4228895306587219, -0.046922069042921066]","[0.631666362285614, 0.3909745216369629, -0.05440407246351242]","[0.66846764087677, 0.5255230665206909, -0.023104803636670113]","[0.6737651228904724, 0.46570876240730286, -0.05596742033958435]","[0.6773917078971863, 0.5210840106010437, -0.06202307716012001]","[0.676598846912384, 0.5698829293251038, -0.056066907942295074]","[0.7025530934333801, 0.5393717288970947, -0.029012126848101616]","[0.7135271430015564, 0.4899028539657593, -0.06321148574352264]","[0.7084097266197205, 0.5477413535118103, -0.05684056505560875]","[0.699608564376831, 0.5911434292793274, -0.04199559986591339]","[0.7324879765510559, 0.5652693510055542, -0.03578421100974083]","[0.7460401058197021, 0.5332249999046326, -0.06288034468889236]","[0.7354996800422668, 0.569900393486023, -0.05850830301642418]","[0.7216266989707947, 0.6033610105514526, -0.047960035502910614]",0
"[0.6781206130981445, 0.6822890639305115, 1.1302925884137949e-07]","[0.6323499083518982, 0.6643438339233398, -0.020972922444343567]","[0.5960832834243774, 0.605126142501831, -0.03156425803899765]","[0.5823444128036499, 0.5551169514656067, -0.041569024324417114]","[0.5702120065689087, 0.51349937915802, -0.05077820643782616]","[0.6270528435707092, 0.5212780833244324, -0.0242654737085104]","[0.6249108910560608, 0.439023494720459, -0.04776771739125252]","[0.629433810710907, 0.38666096329689026, -0.062287263572216034]","[0.6338925361633301, 0.3449813723564148, -0.07186616212129593]","[0.6623108386993408, 0.525084912776947, -0.02856609784066677]","[0.6740309000015259, 0.47658318281173706, -0.06951074302196503]","[0.6767191886901855, 0.5372253656387329, -0.07882034778594971]","[0.674071729183197, 0.586841344833374, -0.07437220215797424]","[0.6965261697769165, 0.5421239733695984, -0.03521471470594406]","[0.7116994857788086, 0.49967116117477417, -0.07371655851602554]","[0.7063449621200562, 0.5601637363433838, -0.06621363013982773]","[0.6956143379211426, 0.6026982069015503, -0.05028465762734413]","[0.7263389825820923, 0.5705130100250244, -0.04324531927704811]","[0.7403417229652405, 0.5439164638519287, -0.07059314846992493]","[0.7297590970993042, 0.5846818089485168, -0.06375802308320999]","[0.71570885181427, 0.6155436038970947, -0.051106296479701996]",0
"[0.6730687022209167, 0.7057439088821411, 1.8100051235592218e-08]","[0.6264381408691406, 0.6808311939239502, -0.02382020466029644]","[0.5880042314529419, 0.6214346885681152, -0.036373570561409]","[0.5701740384101868, 0.572208046913147, -0.04837654158473015]","[0.5557736754417419, 0.5289419889450073, -0.05894840881228447]","[0.6191316843032837, 0.52731853723526, -0.02494639903306961]","[0.6167912483215332, 0.4425409436225891, -0.04985188692808151]","[0.6219082474708557, 0.38995057344436646, -0.06509623676538467]","[0.6264005899429321, 0.3466223478317261, -0.07500647753477097]","[0.6566515564918518, 0.5327715873718262, -0.02864908240735531]","[0.6705660820007324, 0.4867618680000305, -0.07292277365922928]","[0.672065019607544, 0.5494078993797302, -0.08390338718891144]","[0.6653595566749573, 0.599026083946228, -0.07963456213474274]","[0.6915968060493469, 0.551297664642334, -0.03514687716960907]","[0.7083261013031006, 0.5160195827484131, -0.07555663585662842]","[0.7023506164550781, 0.575138509273529, -0.06926290690898895]","[0.68879634141922, 0.6148406267166138, -0.053583066910505295]","[0.7213028073310852, 0.5814405679702759, -0.043465133756399155]","[0.737146258354187, 0.557680606842041, -0.0706307664513588]","[0.7253451943397522, 0.5976691842079163, -0.06434663385152817]","[0.708900511264801, 0.6262001395225525, -0.05199526995420456]",0
"[0.6679650545120239, 0.7252633571624756, -1.873319277478913e-08]","[0.6203922033309937, 0.6938891410827637, -0.02297367714345455]","[0.5818444490432739, 0.6331112384796143, -0.03589436411857605]","[0.5626482963562012, 0.5822249054908752, -0.048731520771980286]","[0.5471912026405334, 0.5389185547828674, -0.06044461950659752]","[0.6146218180656433, 0.5384556651115417, -0.024759121239185333]","[0.612449586391449, 0.45013171434402466, -0.04970327019691467]","[0.6168285608291626, 0.39641374349594116, -0.06478005647659302]","[0.6211895942687988, 0.3520232141017914, -0.07440196722745895]","[0.6532439589500427, 0.5454639792442322, -0.02889539860188961]","[0.6697275638580322, 0.49971532821655273, -0.07409916073083878]","[0.6686114072799683, 0.5651377439498901, -0.08503788709640503]","[0.6609086990356445, 0.6167923808097839, -0.0804382860660553]","[0.6885144114494324, 0.5641087293624878, -0.035727351903915405]","[0.7063873410224915, 0.5300876498222351, -0.07616572082042694]","[0.6969160437583923, 0.5897306799888611, -0.06952955573797226]","[0.6830950379371643, 0.6308562755584717, -0.05347110703587532]","[0.7181922197341919, 0.5937450528144836, -0.04429377242922783]","[0.7326590418815613, 0.5708189010620117, -0.06974054872989655]","[0.7196267247200012, 0.6102062463760376, -0.06234249100089073]","[0.7049363851547241, 0.6388171911239624, -0.049351248890161514]",0
"[0.6596532464027405, 0.7382785081863403, -5.4409916572240036e-08]","[0.6103862524032593, 0.7074840068817139, -0.021414272487163544]","[0.5700710415840149, 0.6469228863716125, -0.03347035124897957]","[0.5504606366157532, 0.5972270965576172, -0.04595638066530228]","[0.5369263291358948, 0.5547197461128235, -0.05741497874259949]","[0.6061397790908813, 0.5483660101890564, -0.021863145753741264]","[0.6040496230125427, 0.4595617353916168, -0.04524483159184456]","[0.6076822876930237, 0.4070560932159424, -0.05901461839675903]","[0.6114373207092285, 0.3628711700439453, -0.06810230016708374]","[0.644925057888031, 0.5547605156898499, -0.0267660990357399]","[0.6600912809371948, 0.5097230076789856, -0.07088065892457962]","[0.6599610447883606, 0.5742843151092529, -0.0816127210855484]","[0.653374433517456, 0.6259346604347229, -0.07705385237932205]","[0.6805335879325867, 0.5724448561668396, -0.03435395285487175]","[0.6966590881347656, 0.5408343076705933, -0.07404587417840958]","[0.6878924369812012, 0.6006860733032227, -0.06804782152175903]","[0.6752015352249146, 0.6424276828765869, -0.052677202969789505]","[0.7117675542831421, 0.6011301279067993, -0.04362884908914566]","[0.7234756350517273, 0.5828134417533875, -0.06902650743722916]","[0.7103328704833984, 0.6238585710525513, -0.06276561319828033]","[0.696424126625061, 0.6533353924751282, -0.05080453306436539]",0
"[0.6521323919296265, 0.7476328611373901, -6.079853420715153e-08]","[0.6018203496932983, 0.717028021812439, -0.022115131840109825]","[0.5605419874191284, 0.65785813331604, -0.03476730361580849]","[0.5406105518341064, 0.6073511242866516, -0.047969020903110504]","[0.5271357893943787, 0.56329345703125, -0.060188841074705124]","[0.597987711429596, 0.5592247843742371, -0.02226606383919716]","[0.5964972376823425, 0.47110453248023987, -0.04673647880554199]","[0.5999820828437805, 0.4191551208496094, -0.06118312105536461]","[0.6040281057357788, 0.3747517168521881, -0.07059129327535629]","[0.636091411113739, 0.5651665925979614, -0.0270694587379694]","[0.6494730114936829, 0.5193716287612915, -0.07136011868715286]","[0.6473332047462463, 0.5831624865531921, -0.08219840377569199]","[0.6409600377082825, 0.6329756379127502, -0.07788674533367157]","[0.6709204912185669, 0.5822819471359253, -0.03475826606154442]","[0.6857593655586243, 0.5487983822822571, -0.07472513616085052]","[0.6751066446304321, 0.6100293397903442, -0.06810762733221054]","[0.6631454825401306, 0.6514355540275574, -0.052281878888607025]","[0.701610267162323, 0.6109591722488403, -0.044262271374464035]","[0.7121905088424683, 0.5909205675125122, -0.06952143460512161]","[0.6983713507652283, 0.631791353225708, -0.06278521567583084]","[0.6858137845993042, 0.6605926156044006, -0.05050641670823097]",0
"[0.6441404223442078, 0.7512366771697998, -5.9349098080474505e-08]","[0.5951588153839111, 0.7204294204711914, -0.022409550845623016]","[0.5559815764427185, 0.6633589863777161, -0.035453446209430695]","[0.5365018844604492, 0.6141529679298401, -0.049067746847867966]","[0.5209560394287109, 0.5706378221511841, -0.061531856656074524]","[0.590090811252594, 0.5669270157814026, -0.021792080253362656]","[0.5886217951774597, 0.48023802042007446, -0.04601182043552399]","[0.5914123058319092, 0.42983752489089966, -0.060218047350645065]","[0.5951387882232666, 0.3860463500022888, -0.06959747523069382]","[0.6269241571426392, 0.5719351768493652, -0.02648473158478737]","[0.6377982497215271, 0.5259701013565063, -0.0705774575471878]","[0.636250376701355, 0.5882354378700256, -0.08155684173107147]","[0.6309884786605835, 0.6375088691711426, -0.0775616392493248]","[0.6609118580818176, 0.588018000125885, -0.03412696719169617]","[0.6745021939277649, 0.5521925091743469, -0.07397767901420593]","[0.6646555662155151, 0.6132546663284302, -0.06752427667379379]","[0.6533772945404053, 0.6556915044784546, -0.05193942412734032]","[0.6916220188140869, 0.6155913472175598, -0.04368364065885544]","[0.7008035778999329, 0.5964391231536865, -0.06941642612218857]","[0.6870933175086975, 0.6371757388114929, -0.06351456046104431]","[0.6743083596229553, 0.6663199663162231, -0.05186987295746803]",0
"[0.6378276944160461, 0.7576203346252441, -5.030459249155683e-08]","[0.5927062630653381, 0.731532633304596, -0.026024451479315758]","[0.5573302507400513, 0.6768943667411804, -0.041602250188589096]","[0.5415180921554565, 0.6258065700531006, -0.05689600855112076]","[0.5313023328781128, 0.5789613723754883, -0.07077401131391525]","[0.5808988213539124, 0.5757319927215576, -0.025665653869509697]","[0.5790620446205139, 0.48925280570983887, -0.050960008054971695]","[0.5818770527839661, 0.43884754180908203, -0.06609749048948288]","[0.5854762196540833, 0.3953724503517151, -0.07605213671922684]","[0.6177511215209961, 0.5809087753295898, -0.028798043727874756]","[0.6258105635643005, 0.5358544588088989, -0.07359009236097336]","[0.6246795654296875, 0.5986373424530029, -0.08507443219423294]","[0.6202534437179565, 0.6476389169692993, -0.08130498230457306]","[0.6522401571273804, 0.5964611768722534, -0.03505902364850044]","[0.6629840731620789, 0.5613846182823181, -0.075925312936306]","[0.6533447504043579, 0.6237500905990601, -0.06970571726560593]","[0.6426315903663635, 0.6661192178726196, -0.054076313972473145]","[0.6840440630912781, 0.6224005222320557, -0.04340939223766327]","[0.6891612410545349, 0.6032388210296631, -0.07025205343961716]","[0.6762335300445557, 0.6461696028709412, -0.06416533887386322]","[0.6651245951652527, 0.6761029958724976, -0.052015017718076706]",0
"[0.6329747438430786, 0.7635185718536377, -4.7835484906499914e-08]","[0.5926299095153809, 0.7391729354858398, -0.028203170746564865]","[0.5641816258430481, 0.6908693909645081, -0.04758726805448532]","[0.563185453414917, 0.6413938999176025, -0.06646279990673065]","[0.5718356370925903, 0.5961247086524963, -0.08386047929525375]","[0.5773791670799255, 0.5840603709220886, -0.02761373296380043]","[0.5716339945793152, 0.4981631338596344, -0.052865009754896164]","[0.5720973014831543, 0.44731295108795166, -0.06883801519870758]","[0.5741391181945801, 0.40349361300468445, -0.07989439368247986]","[0.6130062341690063, 0.5906252264976501, -0.030044574290513992]","[0.6160966753959656, 0.5487097501754761, -0.07429980486631393]","[0.6157099604606628, 0.6107780337333679, -0.08588976413011551]","[0.6131946444511414, 0.6607745289802551, -0.08299323171377182]","[0.6462451815605164, 0.6062105894088745, -0.03577301278710365]","[0.65199214220047, 0.5723763108253479, -0.07604272663593292]","[0.642789900302887, 0.6345856189727783, -0.06972628086805344]","[0.6330676078796387, 0.6797360777854919, -0.05480284243822098]","[0.6765892505645752, 0.6306961178779602, -0.0439060740172863]","[0.6771419644355774, 0.6085521578788757, -0.0706067904829979]","[0.6648430824279785, 0.6538801193237305, -0.06427106261253357]","[0.6541312336921692, 0.6882529258728027, -0.052419546991586685]",0
"[0.6320302486419678, 0.7699843645095825, -2.8469511192952268e-08]","[0.5908373594284058, 0.750464916229248, -0.0295762587338686]","[0.5596367120742798, 0.6998908519744873, -0.049684591591358185]","[0.5629082918167114, 0.6461007595062256, -0.06893804669380188]","[0.5806387662887573, 0.6010076403617859, -0.08646554499864578]","[0.569669783115387, 0.5947169065475464, -0.02948460355401039]","[0.5622132420539856, 0.5066360831260681, -0.05549793317914009]","[0.5627228617668152, 0.45416247844696045, -0.07157684117555618]","[0.5646973252296448, 0.4105373024940491, -0.08264539390802383]","[0.6061862707138062, 0.5992996692657471, -0.030945846810936928]","[0.6091967821121216, 0.563108503818512, -0.07575347274541855]","[0.6098900437355042, 0.62320876121521, -0.08678357303142548]","[0.6075459122657776, 0.6701456308364868, -0.08352413773536682]","[0.6406151652336121, 0.6127257943153381, -0.03583936765789986]","[0.6432318091392517, 0.5881685614585876, -0.07685131579637527]","[0.6359387040138245, 0.6507675051689148, -0.06978809833526611]","[0.6265246868133545, 0.6919812560081482, -0.05421174690127373]","[0.6724062561988831, 0.6342871189117432, -0.04327056184411049]","[0.6707253456115723, 0.6169584393501282, -0.07005888968706131]","[0.6603214144706726, 0.6622751951217651, -0.06307445466518402]","[0.6501367688179016, 0.6933951377868652, -0.05060659348964691]",0
"[0.6302047967910767, 0.778398334980011, -4.229153560686427e-08]","[0.5878850221633911, 0.7601300477981567, -0.028462843969464302]","[0.5555746555328369, 0.7069873809814453, -0.04713825881481171]","[0.5610748529434204, 0.6517456769943237, -0.06485515832901001]","[0.5789004564285278, 0.606403648853302, -0.08114710450172424]","[0.5650560855865479, 0.6020752191543579, -0.02973724529147148]","[0.5583698749542236, 0.5131436586380005, -0.05558381974697113]","[0.5587130188941956, 0.45995157957077026, -0.07149849086999893]","[0.5602465867996216, 0.4148799777030945, -0.08264145255088806]","[0.6025452613830566, 0.6073107123374939, -0.03186985105276108]","[0.6065878868103027, 0.5697658061981201, -0.07685139775276184]","[0.6072930097579956, 0.6324072480201721, -0.08796229213476181]","[0.6041806936264038, 0.678901731967926, -0.08473322540521622]","[0.637301504611969, 0.6218990683555603, -0.037161629647016525]","[0.6405263543128967, 0.5949506759643555, -0.07862783223390579]","[0.6334061026573181, 0.6592769026756287, -0.07164063304662704]","[0.623938262462616, 0.6991024017333984, -0.05607318878173828]","[0.668960452079773, 0.6445350050926208, -0.04476885125041008]","[0.6673150658607483, 0.6278705596923828, -0.07228339463472366]","[0.6574877500534058, 0.6749405860900879, -0.06536555290222168]","[0.6477620601654053, 0.7042800784111023, -0.0528741218149662]",0
"[0.6250982880592346, 0.7816232442855835, -5.4827982154392885e-08]","[0.5817873477935791, 0.7606544494628906, -0.026444263756275177]","[0.5504732728004456, 0.7061771750450134, -0.043972812592983246]","[0.555992066860199, 0.6504752039909363, -0.06115763261914253]","[0.5741423964500427, 0.6069143414497375, -0.07704299688339233]","[0.5630137920379639, 0.6065666675567627, -0.027097374200820923]","[0.5557482838630676, 0.5178810358047485, -0.05138685181736946]","[0.5556454062461853, 0.46518832445144653, -0.06645926833152771]","[0.5566842555999756, 0.4211938977241516, -0.07709871977567673]","[0.5994322299957275, 0.6128509044647217, -0.029730599373579025]","[0.6011636853218079, 0.5760051012039185, -0.07364353537559509]","[0.6015433073043823, 0.6362931728363037, -0.0847894549369812]","[0.599184513092041, 0.6843004822731018, -0.0817602276802063]","[0.6332213878631592, 0.6276335120201111, -0.03533993661403656]","[0.6344500780105591, 0.6004236936569214, -0.07547607272863388]","[0.627642035484314, 0.661941647529602, -0.06916244328022003]","[0.6190657019615173, 0.704116940498352, -0.05427747964859009]","[0.6642765998840332, 0.650034487247467, -0.04315634444355965]","[0.6619825959205627, 0.6315207481384277, -0.06965827941894531]","[0.6519156694412231, 0.6762179136276245, -0.06322375684976578]","[0.6422560214996338, 0.7082542777061462, -0.051275525242090225]",0
"[0.6215605139732361, 0.787242591381073, -7.375763111383549e-09]","[0.5767634510993958, 0.7660001516342163, -0.027316970750689507]","[0.5447395443916321, 0.7187997102737427, -0.04623908922076225]","[0.5408191084861755, 0.6717889308929443, -0.06502395868301392]","[0.5559061765670776, 0.635847270488739, -0.08232858031988144]","[0.557845413684845, 0.6073911190032959, -0.025956030935049057]","[0.552233099937439, 0.5199490189552307, -0.05161062628030777]","[0.5524992346763611, 0.4680098593235016, -0.06825707852840424]","[0.5536491870880127, 0.4247729182243347, -0.07967229187488556]","[0.5938772559165955, 0.6135140657424927, -0.028868988156318665]","[0.5936451554298401, 0.5759631991386414, -0.07410810887813568]","[0.5952165126800537, 0.6386149525642395, -0.08623179793357849]","[0.5939412117004395, 0.688606858253479, -0.08311755955219269]","[0.627986490726471, 0.6279407739639282, -0.03502117097377777]","[0.6287386417388916, 0.598891019821167, -0.07586446404457092]","[0.623973548412323, 0.6623945236206055, -0.06917254626750946]","[0.6164999008178711, 0.7072799205780029, -0.053275976330041885]","[0.6581986546516418, 0.6517437696456909, -0.04355878010392189]","[0.6567599177360535, 0.632839560508728, -0.06989683210849762]","[0.6481955051422119, 0.6778264045715332, -0.062348004430532455]","[0.6402789354324341, 0.7099196314811707, -0.049053411930799484]",0
"[0.6111172437667847, 0.7877698540687561, -6.151196174641882e-08]","[0.5616762638092041, 0.7609109878540039, -0.023688407614827156]","[0.5248203873634338, 0.699942946434021, -0.03715150058269501]","[0.5088516473770142, 0.6436426043510437, -0.05105176568031311]","[0.5045666098594666, 0.5959493517875671, -0.06373196095228195]","[0.5537383556365967, 0.6086047291755676, -0.01965205930173397]","[0.551266074180603, 0.5213379859924316, -0.04362866282463074]","[0.5523231029510498, 0.46962976455688477, -0.05791948735713959]","[0.5536278486251831, 0.4266050457954407, -0.06724903732538223]","[0.5888294577598572, 0.6153746247291565, -0.023326050490140915]","[0.5897545218467712, 0.5755686163902283, -0.06846193224191666]","[0.5895068049430847, 0.6385156512260437, -0.07938405126333237]","[0.5866549015045166, 0.6891427636146545, -0.07451293617486954]","[0.6217709183692932, 0.6305487155914307, -0.030123116448521614]","[0.6254876255989075, 0.6008553504943848, -0.07158219814300537]","[0.6200196743011475, 0.6649944186210632, -0.06407502293586731]","[0.6121493577957153, 0.7089405059814453, -0.046639859676361084]","[0.6524738073348999, 0.6547818779945374, -0.03884352371096611]","[0.6523095369338989, 0.6359171271324158, -0.06508015841245651]","[0.6437730193138123, 0.6801784634590149, -0.05731605365872383]","[0.6368731260299683, 0.7105827331542969, -0.043428994715213776]",0
"[0.6067708730697632, 0.788562536239624, -6.858382306518251e-08]","[0.5552048087120056, 0.7626794576644897, -0.02375122532248497]","[0.5141741633415222, 0.706841230392456, -0.03718707710504532]","[0.49037161469459534, 0.657494068145752, -0.051139332354068756]","[0.48014917969703674, 0.6111708283424377, -0.06389439105987549]","[0.5452402830123901, 0.6106255650520325, -0.018911128863692284]","[0.5455581545829773, 0.5239924788475037, -0.04260222241282463]","[0.5473771691322327, 0.4726576805114746, -0.05654227361083031]","[0.5483511090278625, 0.4299554228782654, -0.06564419716596603]","[0.5819052457809448, 0.6170238852500916, -0.02238021418452263]","[0.5859987735748291, 0.5793420076370239, -0.06801304966211319]","[0.5861833691596985, 0.644095242023468, -0.07907734811306]","[0.5826705098152161, 0.6946223974227905, -0.07408266514539719]","[0.6162804365158081, 0.6312044858932495, -0.02914716862142086]","[0.6214606165885925, 0.6069228649139404, -0.07162823528051376]","[0.6150522828102112, 0.6709108352661133, -0.06527568399906158]","[0.6066291928291321, 0.7132471203804016, -0.04823347553610802]","[0.648592472076416, 0.653689980506897, -0.03766817972064018]","[0.6477373242378235, 0.6363227963447571, -0.06468270719051361]","[0.637710690498352, 0.6831714510917664, -0.057636603713035583]","[0.6296202540397644, 0.7150090932846069, -0.044056788086891174]",0
"[0.6019898653030396, 0.7935289740562439, -8.44115888298802e-08]","[0.5505223274230957, 0.7649324536323547, -0.021390894427895546]","[0.506583034992218, 0.7119779586791992, -0.034367628395557404]","[0.47880640625953674, 0.6658932566642761, -0.048273175954818726]","[0.4588114321231842, 0.6258602142333984, -0.06128028780221939]","[0.541018009185791, 0.6144067645072937, -0.01877436973154545]","[0.5380715727806091, 0.5286927819252014, -0.0415852926671505]","[0.5389149188995361, 0.47720426321029663, -0.05546319857239723]","[0.5385414361953735, 0.43515437841415405, -0.06477715075016022]","[0.5767661333084106, 0.620370090007782, -0.023385990411043167]","[0.5785295963287354, 0.5840645432472229, -0.0675971731543541]","[0.578755795955658, 0.6482352614402771, -0.07862598448991776]","[0.5752220153808594, 0.6989898085594177, -0.07446855306625366]","[0.61089026927948, 0.6351319551467896, -0.030950918793678284]","[0.6140699982643127, 0.6107951998710632, -0.07141954451799393]","[0.6077485680580139, 0.6725261211395264, -0.0652695745229721]","[0.5994221568107605, 0.7150852680206299, -0.049275320023298264]","[0.6427575945854187, 0.6581354141235352, -0.04016496241092682]","[0.642429530620575, 0.6400926113128662, -0.06572182476520538]","[0.6319291591644287, 0.6830118298530579, -0.05897045508027077]","[0.6231657862663269, 0.7131186127662659, -0.04619614779949188]",0
"[0.5943495035171509, 0.7967268824577332, -1.1335104233012316e-07]","[0.5447006225585938, 0.7708461284637451, -0.021114641800522804]","[0.5035914778709412, 0.7151146531105042, -0.033650703728199005]","[0.4781434237957001, 0.6681676506996155, -0.04733932018280029]","[0.4567471146583557, 0.6284978985786438, -0.0603795126080513]","[0.53403240442276, 0.618762195110321, -0.017534289509058]","[0.5306633114814758, 0.5341351628303528, -0.04022258520126343]","[0.5310710668563843, 0.4830872714519501, -0.053656354546546936]","[0.5308050513267517, 0.44113239645957947, -0.0625847801566124]","[0.5695834755897522, 0.6236445307731628, -0.022425305098295212]","[0.5677201747894287, 0.5867933034896851, -0.06709697842597961]","[0.56622713804245, 0.6522672772407532, -0.07807128876447678]","[0.5635194778442383, 0.704318106174469, -0.07344260811805725]","[0.6032392978668213, 0.6370653510093689, -0.030378345400094986]","[0.603692352771759, 0.6134094595909119, -0.07207683473825455]","[0.5959020256996155, 0.6779783368110657, -0.06638055294752121]","[0.5887731313705444, 0.7220452427864075, -0.05017399787902832]","[0.6360306143760681, 0.6581653952598572, -0.03987445309758186]","[0.631916880607605, 0.6422011852264404, -0.06663443893194199]","[0.6207085251808167, 0.6880415081977844, -0.06066913902759552]","[0.6131346225738525, 0.7194012403488159, -0.048245493322610855]",0
"[0.5892904996871948, 0.7952144145965576, -7.545246916151882e-08]","[0.5453374981880188, 0.7763956189155579, -0.026953116059303284]","[0.5078927874565125, 0.7309476137161255, -0.04538403078913689]","[0.4942415952682495, 0.6818736791610718, -0.06362514942884445]","[0.49346932768821716, 0.633857786655426, -0.08038708567619324]","[0.5253477096557617, 0.6231728792190552, -0.026501206681132317]","[0.520909309387207, 0.5381583571434021, -0.05181141942739487]","[0.5211263298988342, 0.4873913824558258, -0.06729443371295929]","[0.5218740105628967, 0.4449822008609772, -0.07779460400342941]","[0.5613900423049927, 0.6267263889312744, -0.02905074506998062]","[0.5582410097122192, 0.5927143096923828, -0.0741599053144455]","[0.5566940903663635, 0.6558471918106079, -0.08518632501363754]","[0.5538874864578247, 0.7056170105934143, -0.08140172064304352]","[0.5948494672775269, 0.6394779086112976, -0.034980155527591705]","[0.59389328956604, 0.6179909110069275, -0.07657202333211899]","[0.5860278606414795, 0.6818262934684753, -0.07059221714735031]","[0.5775737166404724, 0.725662112236023, -0.055120740085840225]","[0.6276017427444458, 0.660076916217804, -0.043049756437540054]","[0.621229887008667, 0.6476051211357117, -0.07080278545618057]","[0.6097829937934875, 0.6936431527137756, -0.06545653194189072]","[0.6001569032669067, 0.7263936996459961, -0.053673937916755676]",0
"[0.5877833366394043, 0.8017301559448242, -5.0485937208577525e-08]","[0.5460432171821594, 0.7825649380683899, -0.027025671675801277]","[0.5121803283691406, 0.7380024194717407, -0.04578773304820061]","[0.5030033588409424, 0.6895875930786133, -0.06454717367887497]","[0.5101774334907532, 0.6440418362617493, -0.08198157697916031]","[0.5243103504180908, 0.6276490092277527, -0.02522171102464199]","[0.516270637512207, 0.5435709953308105, -0.05055757239460945]","[0.5151513814926147, 0.4925553798675537, -0.0666605681180954]","[0.5157489776611328, 0.44992291927337646, -0.07752840220928192]","[0.5576047897338867, 0.6319336295127869, -0.027880996465682983]","[0.5516218543052673, 0.5953699350357056, -0.07252255082130432]","[0.5492291450500488, 0.6540915966033936, -0.08535276353359222]","[0.5472531318664551, 0.7023239135742188, -0.08296321332454681]","[0.5893727540969849, 0.6451650857925415, -0.03386319801211357]","[0.5852192640304565, 0.6220369338989258, -0.0753893181681633]","[0.5766395926475525, 0.6824510097503662, -0.07163748145103455]","[0.5687611103057861, 0.7249324917793274, -0.05772876739501953]","[0.6201983690261841, 0.6667797565460205, -0.041952524334192276]","[0.6133506894111633, 0.6509708166122437, -0.06931912899017334]","[0.602532684803009, 0.695310652256012, -0.0644260123372078]","[0.5935586094856262, 0.7285205721855164, -0.05306986719369888]",0
"[0.5796495079994202, 0.8037891983985901, -7.054186568211662e-08]","[0.5367597341537476, 0.7835820317268372, -0.024249183014035225]","[0.5047617554664612, 0.733639121055603, -0.04080357775092125]","[0.5049434900283813, 0.6807693243026733, -0.057849518954753876]","[0.5174960494041443, 0.6361902952194214, -0.07375205308198929]","[0.5174834728240967, 0.6270769238471985, -0.02250046283006668]","[0.5094166398048401, 0.544624924659729, -0.04684209078550339]","[0.508500337600708, 0.4940545856952667, -0.06278016418218613]","[0.5088547468185425, 0.45271503925323486, -0.07361066341400146]","[0.5521013736724854, 0.629997730255127, -0.02541940100491047]","[0.5453248023986816, 0.6028956770896912, -0.06879543513059616]","[0.5412117838859558, 0.6591882705688477, -0.08179047703742981]","[0.537580132484436, 0.7065510749816895, -0.07985959202051163]","[0.5844576358795166, 0.6415203809738159, -0.03134707733988762]","[0.576737642288208, 0.6308960318565369, -0.07030303031206131]","[0.5685482621192932, 0.690778374671936, -0.06642558425664902]","[0.561137855052948, 0.7336699366569519, -0.052970029413700104]","[0.615330696105957, 0.6614190936088562, -0.03942584618926048]","[0.6056194305419922, 0.6589785218238831, -0.06432712823152542]","[0.5944211483001709, 0.7027643322944641, -0.05947757512331009]","[0.585716962814331, 0.7343655824661255, -0.048380184918642044]",0
